"TIME","PB4","readV","Vnode"
0.2850224869,0,0.444454,0.888912
0.2850239375,0,0.444454,0.888912
0.2850239475,0,0.444454,0.888912
0.2850239674,0,0.444454,0.888912
0.2850240072,0,0.444454,0.888912
0.2850240869,0,0.444454,0.888912
0.2850242463,0,0.444454,0.888912
0.2850245651,0,0.444454,0.888912
0.2850252027,0,0.444454,0.888912
0.2850264779,0,0.444454,0.888912
0.2850290283,0,0.444454,0.888912
0.2850341291,0,0.444454,0.888912
0.2850443306,0,0.444454,0.888912
0.2850647336,0,0.444454,0.888912
0.2851055396,0,0.444454,0.888912
0.2851871517,0,0.444454,0.888912
0.2853503759,0,0.444454,0.888911
0.2856768243,0,0.444453,0.888911
0.2863297211,0,0.444453,0.88891
0.2876355147,0,0.444451,0.888907
0.2902471019,0,0.444449,0.888902
0.2950199375,0,0.444444,0.888893
0.2950199475,0,0.444444,0.888893
0.2950199675,0,0.444444,0.888893
0.2950200075,0,0.444444,0.888893
0.2950200875,0,0.444444,0.888893
0.2950202474,0,0.444444,0.888893
0.2950205674,0,0.444444,0.888893
0.2950212072,0,0.444444,0.888893
0.2950224869,0,0.444444,0.888893
0.2950239375,0,0.444444,0.888893
0.2950239475,0,0.444444,0.888893
0.2950239674,0,0.444444,0.888893
0.2950240072,0,0.444444,0.888893
0.2950240869,0,0.444444,0.888893
0.2950242463,0,0.444444,0.888893
0.2950245651,0,0.444444,0.888893
0.2950252027,0,0.444444,0.888893
0.2950264779,0,0.444444,0.888893
0.2950290283,0,0.444444,0.888893
0.295034129,0,0.444444,0.888893
0.2950443305,0,0.444444,0.888893
0.2950647334,0,0.444444,0.888893
0.2951055393,0,0.444444,0.888893
0.295187151,0,0.444444,0.888892
0.2953503745,0,0.444444,0.888892
0.2956768215,0,0.444444,0.888892
0.2963297154,0,0.444443,0.888891
0.2976355032,0,0.444442,0.888889
0.3002470789,0,0.44444,0.888885
0.3050199375,0,0.444436,0.888877
0.3050199475,0,0.444436,0.888877
0.3050199675,0,0.444436,0.888877
